# gunzip -c exp2/mono/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang_v1 
# Started at Wed Oct 31 22:19:45 EDT 2018
#
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 14.3162393162% of the time at utterance begin.  This may not be optimal.
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 60.4767628205% of the time at utterance end.  This may not be optimal.
At utterance begin, nonsilence accounts for 79.7% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.7,29) frames.
At utterance end, L_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.7,20) frames.
At utterance end, D_E accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.2,8) frames.
At utterance end, M_S accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (25,29.6,62) frames.
At utterance end, UW_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.6,25) frames.
At utterance end, NG_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.5,22) frames.
At utterance end, ER_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.6,19) frames.
At utterance end, P_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.9,12) frames.
At utterance end, K_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.1,17) frames.
At utterance end, R_E accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (4,6.6,19) frames.
Overall, nonsilence accounts for 89.0% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.8,18) frames.
Overall, sil accounts for 8.1% of phone occurrences, with duration (median, mean, 95-percentile) is (27,40.5,115) frames.
Overall, AH_I accounts for 4.5% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.7,10) frames.
Overall, T_E accounts for 3.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.5,13) frames.
Overall, IH_I accounts for 3.5% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.9,10) frames.
Overall, oov_S accounts for 2.9% of phone occurrences, with duration (median, mean, 95-percentile) is (32,39.5,101) frames.
Overall, N_I accounts for 2.8% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.0,14) frames.
Overall, DH_B accounts for 2.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.8,12) frames.
Overall, IY_E accounts for 2.2% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.4,25) frames.
Overall, IH_B accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.1,16) frames.
Overall, W_B accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.3,17) frames.
Overall, T_I accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.2,12) frames.
Overall, N_E accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.5,18) frames.
Overall, EH_I accounts for 1.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.2,13) frames.
Overall, Y_B accounts for 1.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.7,20) frames.
Overall, S_B accounts for 1.8% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.6,18) frames.
Overall, AH_B accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,11.7,35) frames.
Overall, Z_E accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.9,20) frames.
Overall, D_E accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.1,8) frames.
Overall, R_I accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.1,11) frames.
Overall, AE_I accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.6,16) frames.
Overall, S_E accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.5,22) frames.
Overall, K_I accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (8,7.9,14) frames.
Overall, AH_E accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (3,7.1,26) frames.
Overall, L_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.9,13) frames.
Overall, UW_E accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.7,23) frames.
Overall, T_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.7,16) frames.
Overall, AH_S accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (14,19.1,54) frames.
Overall, L_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.3,20) frames.
Overall, IY_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.1,16) frames.
Overall, B_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.0,13) frames.
Overall, S_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.9,15) frames.
Overall, AY_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.0,20) frames.
Overall, K_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.0,15) frames.
Overall, M_E accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (10,14.2,37) frames.
Overall, OW_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (10,13.0,31) frames.
Overall, M_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.1,16) frames.
Overall, V_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.0,12) frames.
Overall, AA_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.7,15) frames.
Overall, EY_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.6,17) frames.
Overall, D_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.0,11) frames.
Overall, R_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (3,5.6,15) frames.
Overall, HH_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.4,14) frames.
Overall, AE_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.7,27) frames.
Overall, K_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.4,15) frames.
Overall, F_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.3,17) frames.
Overall, ER_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.3,20) frames.
Overall, N_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.1,15) frames.
Overall, M_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.1,10) frames.
Overall, AY_S accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.7,24) frames.
Overall, OW_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.9,17) frames.
Overall, NG_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.9,20) frames.
Overall, ER_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.6,16) frames.
Overall, P_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (9,8.9,15) frames.
Overall, P_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.2,12) frames.
Overall, L_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.6,13) frames.
Overall, AO_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.9,21) frames.
Overall, EY_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.6,25) frames.
Overall, UH_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.7,9) frames.
Overall, R_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.6,17) frames.
Overall, AE_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.1,21) frames.
The optional-silence phone sil occupies 28.9% of frames overall 
Limiting the stats to the 79.1% of frames not covered by an utterance-[begin/end] phone, optional-silence sil occupies 19.4% of frames.
Assuming 100 frames per second, the alignments represent 10.9 hours of data, or 7.8 hours if sil frames are excluded.
Utterance-internal optional-silences sil comprise 5.4% of utterance-internal phones, with duration (median, mean, 95-percentile) = (25,35.7,98)
# Accounting: time=1 threads=1
# Ended (code 0) at Wed Oct 31 22:19:46 EDT 2018, elapsed time 1 seconds
