# gunzip -c exp2/tri2a/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang_v1 
# Started at Thu Nov  1 00:23:52 EDT 2018
#
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 11.9000521424% of the time at utterance begin.  This may not be optimal.
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 53.6172748566% of the time at utterance end.  This may not be optimal.
At utterance begin, nonsilence accounts for 80.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.6,29) frames.
Overall, F_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.3,18) frames.
Overall, N_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.3,15) frames.
Overall, ER_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.7,21) frames.
Overall, M_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,5.9,10) frames.
Overall, OW_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.5,16) frames.
Overall, AY_S accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.7,26) frames.
Overall, ER_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.1,16) frames.
Overall, NG_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.9,20) frames.
Overall, P_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.6,15) frames.
Overall, AO_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.7,18) frames.
Overall, L_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.1,14) frames.
Overall, P_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.2,12) frames.
Overall, EY_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.5,27) frames.
Overall, UH_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.9,9) frames.
Overall, R_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.7,15) frames.
Overall, AE_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.8,23) frames.
The optional-silence phone sil occupies 27.4% of frames overall 
Limiting the stats to the 78.9% of frames not covered by an utterance-[begin/end] phone, optional-silence sil occupies 18.1% of frames.
Assuming 100 frames per second, the alignments represent 88.7 hours of data, or 64.4 hours if sil frames are excluded.
Utterance-internal optional-silences sil comprise 6.2% of utterance-internal phones, with duration (median, mean, 95-percentile) = (17,28.7,91)
# Accounting: time=2 threads=1
# Ended (code 0) at Thu Nov  1 00:23:54 EDT 2018, elapsed time 2 seconds
