# gunzip -c exp2/tri1/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang_v1 
# Started at Wed Oct 31 23:21:00 EDT 2018
#
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 11.8892346398% of the time at utterance begin.  This may not be optimal.
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 54.8397775424% of the time at utterance end.  This may not be optimal.
At utterance begin, nonsilence accounts for 81.1% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.8,29) frames.
Overall, P_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.8,15) frames.
Overall, AO_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.1,19) frames.
Overall, L_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.9,13) frames.
Overall, P_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.3,12) frames.
Overall, EY_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.3,26) frames.
Overall, UH_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.8,9) frames.
Overall, R_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.8,16) frames.
Overall, AE_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.6,22) frames.
The optional-silence phone sil occupies 28.0% of frames overall 
Limiting the stats to the 78.7% of frames not covered by an utterance-[begin/end] phone, optional-silence sil occupies 18.7% of frames.
Assuming 100 frames per second, the alignments represent 88.7 hours of data, or 63.8 hours if sil frames are excluded.
Utterance-internal optional-silences sil comprise 6.1% of utterance-internal phones, with duration (median, mean, 95-percentile) = (18,30.1,93)
# Accounting: time=2 threads=1
# Ended (code 0) at Wed Oct 31 23:21:02 EDT 2018, elapsed time 2 seconds
