# gunzip -c exp2/tri4a/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang_v1 
# Started at Thu Nov  1 03:02:28 EDT 2018
#
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 9.78371532865% of the time at utterance begin.  This may not be optimal.
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 47.9054406397% of the time at utterance end.  This may not be optimal.
At utterance begin, nonsilence accounts for 81.4% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.7,29) frames.
Overall, AO_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.6,18) frames.
Overall, L_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.3,14) frames.
Overall, P_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.0,12) frames.
Overall, EY_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (12,13.6,29) frames.
Overall, UH_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.0,9) frames.
Overall, R_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.7,15) frames.
Overall, AE_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.7,22) frames.
The optional-silence phone sil occupies 24.1% of frames overall 
Limiting the stats to the 78.6% of frames not covered by an utterance-[begin/end] phone, optional-silence sil occupies 15.7% of frames.
Assuming 100 frames per second, the alignments represent 88.7 hours of data, or 67.3 hours if sil frames are excluded.
Utterance-internal optional-silences sil comprise 5.7% of utterance-internal phones, with duration (median, mean, 95-percentile) = (15,27.2,90)
# Accounting: time=3 threads=1
# Ended (code 0) at Thu Nov  1 03:02:31 EDT 2018, elapsed time 3 seconds
