# gunzip -c exp2/tri2a_ali/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang_v1 
# Started at Thu Nov  1 00:33:57 EDT 2018
#
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 11.863635235% of the time at utterance begin.  This may not be optimal.
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 53.3871862145% of the time at utterance end.  This may not be optimal.
At utterance begin, nonsilence accounts for 80.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.6,28) frames.
At utterance begin, F_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.1,18) frames.
At utterance begin, EH_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.7,14) frames.
At utterance begin, AY_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.1,19) frames.
At utterance end, sil accounts for 53.4% of phone occurrences, with duration (median, mean, 95-percentile) is (36,53.3,147) frames.
At utterance end, nonsilence accounts for 39.4% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.7,30) frames.
At utterance end, oov_S accounts for 7.2% of phone occurrences, with duration (median, mean, 95-percentile) is (49,61.6,150) frames.
At utterance end, AE_E accounts for 5.8% of phone occurrences, with duration (median, mean, 95-percentile) is (14,15.0,30) frames.
At utterance end, T_E accounts for 4.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,8.1,22) frames.
At utterance end, M_E accounts for 3.9% of phone occurrences, with duration (median, mean, 95-percentile) is (11,14.7,37) frames.
At utterance end, EY_E accounts for 2.8% of phone occurrences, with duration (median, mean, 95-percentile) is (12,13.2,26) frames.
At utterance end, N_E accounts for 2.5% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.1,20) frames.
At utterance end, S_E accounts for 2.4% of phone occurrences, with duration (median, mean, 95-percentile) is (13,14.1,31) frames.
At utterance end, Z_E accounts for 1.9% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.5,25) frames.
At utterance end, IY_E accounts for 1.9% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.5,27) frames.
At utterance end, OW_E accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (15,16.1,34) frames.
At utterance end, L_E accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.1,23) frames.
At utterance end, M_S accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (25,28.0,57) frames.
At utterance end, D_E accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.1,14) frames.
At utterance end, NG_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.0,22) frames.
At utterance end, R_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.1,21) frames.
At utterance end, ER_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.2,24) frames.
At utterance end, UW_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.2,27) frames.
At utterance end, K_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.0,23) frames.
At utterance end, P_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,6.2,15) frames.
At utterance end, AH_E accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.0,26) frames.
Overall, nonsilence accounts for 88.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.0,19) frames.
Overall, sil accounts for 8.5% of phone occurrences, with duration (median, mean, 95-percentile) is (22,36.6,111) frames.
Overall, AH_I accounts for 4.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.4,10) frames.
Overall, T_E accounts for 3.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.3,15) frames.
Overall, IH_I accounts for 3.4% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.3,10) frames.
Overall, N_I accounts for 2.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.7,12) frames.
Overall, oov_S accounts for 2.8% of phone occurrences, with duration (median, mean, 95-percentile) is (35,43.0,110) frames.
Overall, DH_B accounts for 2.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.8,12) frames.
Overall, IY_E accounts for 2.3% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.4,25) frames.
Overall, IH_B accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.2,15) frames.
Overall, T_I accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.0,11) frames.
Overall, N_E accounts for 2.0% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.8,18) frames.
Overall, W_B accounts for 2.0% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.6,15) frames.
Overall, EH_I accounts for 1.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.6,13) frames.
Overall, Y_B accounts for 1.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.7,20) frames.
Overall, S_B accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.7,18) frames.
Overall, D_E accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.2,11) frames.
Overall, Z_E accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.2,21) frames.
Overall, R_I accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.3,10) frames.
Overall, AH_B accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,11.7,35) frames.
Overall, S_E accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.1,24) frames.
Overall, AE_I accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.2,14) frames.
Overall, K_I accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.7,14) frames.
Overall, AH_E accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (4,7.6,25) frames.
Overall, L_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.8,11) frames.
Overall, T_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.2,15) frames.
Overall, UW_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (5,8.0,23) frames.
Overall, IY_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.7,15) frames.
Overall, AH_S accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (16,20.2,53) frames.
Overall, L_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.4,21) frames.
Overall, B_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.8,13) frames.
Overall, S_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.0,14) frames.
Overall, K_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.4,14) frames.
Overall, M_E accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (10,14.6,39) frames.
Overall, AY_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.3,20) frames.
Overall, M_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.2,16) frames.
Overall, OW_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (10,13.0,31) frames.
Overall, HH_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.9,14) frames.
Overall, AA_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.2,14) frames.
Overall, V_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.1,17) frames.
Overall, R_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.3,18) frames.
Overall, EY_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.4,17) frames.
Overall, D_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.4,12) frames.
Overall, AE_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (12,13.7,28) frames.
Overall, K_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.2,18) frames.
Overall, F_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.3,18) frames.
Overall, N_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.3,15) frames.
Overall, ER_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.8,22) frames.
Overall, M_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,5.9,10) frames.
Overall, OW_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.4,16) frames.
Overall, AY_S accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.7,26) frames.
Overall, ER_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.1,16) frames.
Overall, NG_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.9,20) frames.
Overall, P_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.6,15) frames.
Overall, AO_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.7,18) frames.
Overall, L_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.1,14) frames.
Overall, P_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.2,12) frames.
Overall, EY_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.5,27) frames.
Overall, UH_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.9,9) frames.
Overall, R_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.7,15) frames.
Overall, AE_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.8,23) frames.
The optional-silence phone sil occupies 27.2% of frames overall 
Limiting the stats to the 78.9% of frames not covered by an utterance-[begin/end] phone, optional-silence sil occupies 18.0% of frames.
Assuming 100 frames per second, the alignments represent 88.7 hours of data, or 64.6 hours if sil frames are excluded.
Utterance-internal optional-silences sil comprise 6.2% of utterance-internal phones, with duration (median, mean, 95-percentile) = (17,28.7,91)
# Accounting: time=2 threads=1
# Ended (code 0) at Thu Nov  1 00:33:59 EDT 2018, elapsed time 2 seconds
